language,url
German (Mansfeldisch),https://aclanthology.org/2021.woah-1.7
German (Ostschweiz),https://aclanthology.org/2021.woah-1.7
German (Appenzell),https://aclanthology.org/2021.woah-1.7
German (Ripuarian),https://aclanthology.org/2021.woah-1.7
German (Thurgau),https://aclanthology.org/2021.woah-1.7
German (Thuringian),https://aclanthology.org/2021.woah-1.7
German (Timisoara),https://aclanthology.org/2021.woah-1.7
German (Viennese),https://aclanthology.org/2021.woah-1.7
German (Westphalian),https://aclanthology.org/2021.woah-1.7
German (Zurich),https://aclanthology.org/2021.woah-1.7
Nepali,https://aclanthology.org/2021.woah-1.7
Portuguese,https://aclanthology.org/2021.woah-1.8
English,https://aclanthology.org/2021.woah-1.9
English,https://aclanthology.org/2021.woah-1.11
English,https://aclanthology.org/2021.woah-1.13
German (Upper Austrian),https://aclanthology.org/2021.woah-1.13
German (Bavarian),https://aclanthology.org/2021.woah-1.13
German (Bern),https://aclanthology.org/2021.woah-1.13
German (Berlin),https://aclanthology.org/2021.woah-1.13
German,https://aclanthology.org/2021.woah-1.13
German (Hannover),https://aclanthology.org/2021.woah-1.13
German (Mansfeldisch),https://aclanthology.org/2021.woah-1.13
German (Ostschweiz),https://aclanthology.org/2021.woah-1.13
German (Appenzell),https://aclanthology.org/2021.woah-1.13
German (Ripuarian),https://aclanthology.org/2021.woah-1.13
German (Thurgau),https://aclanthology.org/2021.woah-1.13
German (Thuringian),https://aclanthology.org/2021.woah-1.13
German (Timisoara),https://aclanthology.org/2021.woah-1.13
German (Viennese),https://aclanthology.org/2021.woah-1.13
German (Westphalian),https://aclanthology.org/2021.woah-1.13
German (Zurich),https://aclanthology.org/2021.woah-1.13
English,https://aclanthology.org/2021.woah-1.16
English,https://aclanthology.org/2021.woah-1.20
Burmese,https://aclanthology.org/2021.wat-1.7
English,https://aclanthology.org/2021.wat-1.11
Japanese,https://aclanthology.org/2021.wat-1.11
Japanese,https://aclanthology.org/2021.wat-1.12
English,https://aclanthology.org/2021.wat-1.13
Japanese,https://aclanthology.org/2021.wat-1.13
Korean,https://aclanthology.org/2021.wat-1.13
Hindi,https://aclanthology.org/2021.wat-1.16
Malayalam,https://aclanthology.org/2021.wat-1.16
English,https://aclanthology.org/2021.wat-1.17
Hindi,https://aclanthology.org/2021.wat-1.17
English,https://aclanthology.org/2021.wat-1.19
Hindi,https://aclanthology.org/2021.wat-1.19
English,https://aclanthology.org/2021.wat-1.21
Kannada,https://aclanthology.org/2021.wat-1.21
Tamil,https://aclanthology.org/2021.wat-1.21
Tamil (Spoken),https://aclanthology.org/2021.wat-1.21
English,https://aclanthology.org/2021.wat-1.22
English,https://aclanthology.org/2021.wat-1.23
Bengali (Chittagong),https://aclanthology.org/2021.wat-1.27
Bengali,https://aclanthology.org/2021.wat-1.27
English,https://aclanthology.org/2021.wat-1.27
Gujarati,https://aclanthology.org/2021.wat-1.27
Hindi,https://aclanthology.org/2021.wat-1.27
Kannada,https://aclanthology.org/2021.wat-1.27
Marathi,https://aclanthology.org/2021.wat-1.27
Malayalam,https://aclanthology.org/2021.wat-1.27
Oriya (Kotia),https://aclanthology.org/2021.wat-1.27
Oriya,https://aclanthology.org/2021.wat-1.27
Telugu,https://aclanthology.org/2021.wat-1.27
Tamil,https://aclanthology.org/2021.wat-1.27
Tamil (Spoken),https://aclanthology.org/2021.wat-1.27
English,https://aclanthology.org/2021.wat-1.28
English,https://aclanthology.org/2021.wat-1.29
Malayalam,https://aclanthology.org/2021.wat-1.29
Telugu,https://aclanthology.org/2021.wat-1.29
Tamil,https://aclanthology.org/2021.wat-1.29
Tamil (Spoken),https://aclanthology.org/2021.wat-1.29
English,https://aclanthology.org/2021.wassa-1.4
English,https://aclanthology.org/2021.wassa-1.5
Italian (Fiorentino),https://aclanthology.org/2021.wassa-1.8
Italian,https://aclanthology.org/2021.wassa-1.8
Italian (Bologna),https://aclanthology.org/2021.wassa-1.8
Italian (Genoa),https://aclanthology.org/2021.wassa-1.8
Italian (Napolitanian),https://aclanthology.org/2021.wassa-1.8
Italian (Turinese),https://aclanthology.org/2021.wassa-1.8
English,https://aclanthology.org/2021.wassa-1.9
Dutch (Brabantic),https://aclanthology.org/2021.wassa-1.16
Dutch (Limburg),https://aclanthology.org/2021.wassa-1.16
Dutch,https://aclanthology.org/2021.wassa-1.16
Dutch (Zeeuws),https://aclanthology.org/2021.wassa-1.16
English,https://aclanthology.org/2021.wassa-1.16
Slovene,https://aclanthology.org/2021.wassa-1.16
English,https://aclanthology.org/2021.wassa-1.20
Sindhi,https://aclanthology.org/2021.wassa-1.20
Arabic (Chadian),https://aclanthology.org/2021.wassa-1.23
Arabic (Beirut),https://aclanthology.org/2021.wassa-1.23
Arabic (Bahrain),https://aclanthology.org/2021.wassa-1.23
Arabic (Egyptian),https://aclanthology.org/2021.wassa-1.23
Arabic (Eastern Libyan),https://aclanthology.org/2021.wassa-1.23
Arabic (Bani-Hassan),https://aclanthology.org/2021.wassa-1.23
Arabic (Kormakiti),https://aclanthology.org/2021.wassa-1.23
Arabic (Moroccan),https://aclanthology.org/2021.wassa-1.23
Arabic (Modern Standard),https://aclanthology.org/2021.wassa-1.23
Arabic (North Levantine Spoken),https://aclanthology.org/2021.wassa-1.23
Arabic (Palestinian),https://aclanthology.org/2021.wassa-1.23
Arabic (Gulf),https://aclanthology.org/2021.wassa-1.23
Arabic (Hijazi),https://aclanthology.org/2021.wassa-1.23
Arabic (Kuwaiti),https://aclanthology.org/2021.wassa-1.23
Arabic (Lebanese),https://aclanthology.org/2021.wassa-1.23
Arabic (Borno Nigerian),https://aclanthology.org/2021.wassa-1.23
Arabic (Iraqi),https://aclanthology.org/2021.wassa-1.23
Arabic (San'ani),https://aclanthology.org/2021.wassa-1.23
Arabic (Negev),https://aclanthology.org/2021.wassa-1.23
Arabic (Syrian),https://aclanthology.org/2021.wassa-1.23
Arabic (Tunisian),https://aclanthology.org/2021.wassa-1.23
Bengali (Chittagong),https://aclanthology.org/2021.wassa-1.23
Bengali,https://aclanthology.org/2021.wassa-1.23
English,https://aclanthology.org/2021.wassa-1.23
Hindi,https://aclanthology.org/2021.wassa-1.23
Marathi,https://aclanthology.org/2021.wassa-1.23
Mandarin,https://aclanthology.org/2021.wassa-1.23
Russian,https://aclanthology.org/2021.wassa-1.23
Tamil,https://aclanthology.org/2021.wassa-1.23
Tamil (Spoken),https://aclanthology.org/2021.wassa-1.23
Arabic (Chadian),https://aclanthology.org/2021.wassa-1.25
Arabic (Beirut),https://aclanthology.org/2021.wassa-1.25
Arabic (Bahrain),https://aclanthology.org/2021.wassa-1.25
Arabic (Egyptian),https://aclanthology.org/2021.wassa-1.25
Arabic (Eastern Libyan),https://aclanthology.org/2021.wassa-1.25
Arabic (Bani-Hassan),https://aclanthology.org/2021.wassa-1.25
Arabic (Kormakiti),https://aclanthology.org/2021.wassa-1.25
Arabic (Moroccan),https://aclanthology.org/2021.wassa-1.25
Arabic (Modern Standard),https://aclanthology.org/2021.wassa-1.25
Arabic (North Levantine Spoken),https://aclanthology.org/2021.wassa-1.25
Arabic (Palestinian),https://aclanthology.org/2021.wassa-1.25
Arabic (Gulf),https://aclanthology.org/2021.wassa-1.25
Arabic (Hijazi),https://aclanthology.org/2021.wassa-1.25
Arabic (Kuwaiti),https://aclanthology.org/2021.wassa-1.25
Arabic (Lebanese),https://aclanthology.org/2021.wassa-1.25
Arabic (Borno Nigerian),https://aclanthology.org/2021.wassa-1.25
Arabic (Iraqi),https://aclanthology.org/2021.wassa-1.25
Arabic (San'ani),https://aclanthology.org/2021.wassa-1.25
Arabic (Negev),https://aclanthology.org/2021.wassa-1.25
Arabic (Syrian),https://aclanthology.org/2021.wassa-1.25
Arabic (Tunisian),https://aclanthology.org/2021.wassa-1.25
One,https://aclanthology.org/2021.wassa-1.25
Dutch (Brabantic),https://aclanthology.org/2021.wassa-1.27
Dutch (Limburg),https://aclanthology.org/2021.wassa-1.27
Dutch,https://aclanthology.org/2021.wassa-1.27
Dutch (Zeeuws),https://aclanthology.org/2021.wassa-1.27
English,https://aclanthology.org/2021.wassa-1.29
Arabic (Chadian),https://aclanthology.org/2021.wanlp-1.1
Arabic (Beirut),https://aclanthology.org/2021.wanlp-1.1
Arabic (Bahrain),https://aclanthology.org/2021.wanlp-1.1
Arabic (Egyptian),https://aclanthology.org/2021.wanlp-1.1
Arabic (Eastern Libyan),https://aclanthology.org/2021.wanlp-1.1
Arabic (Bani-Hassan),https://aclanthology.org/2021.wanlp-1.1
Arabic (Kormakiti),https://aclanthology.org/2021.wanlp-1.1
Arabic (Moroccan),https://aclanthology.org/2021.wanlp-1.1
Arabic (Modern Standard),https://aclanthology.org/2021.wanlp-1.1
Arabic (North Levantine Spoken),https://aclanthology.org/2021.wanlp-1.1
Arabic (Palestinian),https://aclanthology.org/2021.wanlp-1.1
Arabic (Gulf),https://aclanthology.org/2021.wanlp-1.1
Arabic (Hijazi),https://aclanthology.org/2021.wanlp-1.1
Arabic (Kuwaiti),https://aclanthology.org/2021.wanlp-1.1
Arabic (Lebanese),https://aclanthology.org/2021.wanlp-1.1
Arabic (Borno Nigerian),https://aclanthology.org/2021.wanlp-1.1
Arabic (Iraqi),https://aclanthology.org/2021.wanlp-1.1
Arabic (San'ani),https://aclanthology.org/2021.wanlp-1.1
Arabic (Negev),https://aclanthology.org/2021.wanlp-1.1
Arabic (Syrian),https://aclanthology.org/2021.wanlp-1.1
Arabic (Tunisian),https://aclanthology.org/2021.wanlp-1.1
Arabic (Chadian),https://aclanthology.org/2021.wanlp-1.2
Arabic (Beirut),https://aclanthology.org/2021.wanlp-1.2
Arabic (Bahrain),https://aclanthology.org/2021.wanlp-1.2
Arabic (Egyptian),https://aclanthology.org/2021.wanlp-1.2
Arabic (Eastern Libyan),https://aclanthology.org/2021.wanlp-1.2
Arabic (Bani-Hassan),https://aclanthology.org/2021.wanlp-1.2
Arabic (Kormakiti),https://aclanthology.org/2021.wanlp-1.2
Arabic (Moroccan),https://aclanthology.org/2021.wanlp-1.2
Arabic (Modern Standard),https://aclanthology.org/2021.wanlp-1.2
Arabic (North Levantine Spoken),https://aclanthology.org/2021.wanlp-1.2
Arabic (Palestinian),https://aclanthology.org/2021.wanlp-1.2
Arabic (Gulf),https://aclanthology.org/2021.wanlp-1.2
Arabic (Hijazi),https://aclanthology.org/2021.wanlp-1.2
Arabic (Kuwaiti),https://aclanthology.org/2021.wanlp-1.2
Arabic (Lebanese),https://aclanthology.org/2021.wanlp-1.2
Arabic (Borno Nigerian),https://aclanthology.org/2021.wanlp-1.2
Arabic (Iraqi),https://aclanthology.org/2021.wanlp-1.2
Arabic (San'ani),https://aclanthology.org/2021.wanlp-1.2
Arabic (Negev),https://aclanthology.org/2021.wanlp-1.2
Arabic (Syrian),https://aclanthology.org/2021.wanlp-1.2
Arabic (Tunisian),https://aclanthology.org/2021.wanlp-1.2
English,https://aclanthology.org/2021.wanlp-1.2
Arabic (Chadian),https://aclanthology.org/2021.wanlp-1.3
Arabic (Beirut),https://aclanthology.org/2021.wanlp-1.3
Arabic (Bahrain),https://aclanthology.org/2021.wanlp-1.3
Arabic (Egyptian),https://aclanthology.org/2021.wanlp-1.3
Arabic (Eastern Libyan),https://aclanthology.org/2021.wanlp-1.3
Arabic (Bani-Hassan),https://aclanthology.org/2021.wanlp-1.3
Arabic (Kormakiti),https://aclanthology.org/2021.wanlp-1.3
Arabic (Moroccan),https://aclanthology.org/2021.wanlp-1.3
Arabic (Modern Standard),https://aclanthology.org/2021.wanlp-1.3
Arabic (North Levantine Spoken),https://aclanthology.org/2021.wanlp-1.3
Arabic (Palestinian),https://aclanthology.org/2021.wanlp-1.3
Arabic (Gulf),https://aclanthology.org/2021.wanlp-1.3
Arabic (Hijazi),https://aclanthology.org/2021.wanlp-1.3
Arabic (Kuwaiti),https://aclanthology.org/2021.wanlp-1.3
Arabic (Lebanese),https://aclanthology.org/2021.wanlp-1.3
Arabic (Borno Nigerian),https://aclanthology.org/2021.wanlp-1.3
Arabic (Iraqi),https://aclanthology.org/2021.wanlp-1.3
Arabic (San'ani),https://aclanthology.org/2021.wanlp-1.3
Arabic (Negev),https://aclanthology.org/2021.wanlp-1.3
Arabic (Syrian),https://aclanthology.org/2021.wanlp-1.3
Arabic (Tunisian),https://aclanthology.org/2021.wanlp-1.3
English,https://aclanthology.org/2021.wanlp-1.3
Arabic (Chadian),https://aclanthology.org/2021.wanlp-1.4
Arabic (Beirut),https://aclanthology.org/2021.wanlp-1.4
Arabic (Bahrain),https://aclanthology.org/2021.wanlp-1.4
Arabic (Egyptian),https://aclanthology.org/2021.wanlp-1.4
Arabic (Eastern Libyan),https://aclanthology.org/2021.wanlp-1.4
Arabic (Bani-Hassan),https://aclanthology.org/2021.wanlp-1.4
Arabic (Kormakiti),https://aclanthology.org/2021.wanlp-1.4
Arabic (Moroccan),https://aclanthology.org/2021.wanlp-1.4
Arabic (Modern Standard),https://aclanthology.org/2021.wanlp-1.4
Arabic (North Levantine Spoken),https://aclanthology.org/2021.wanlp-1.4
Arabic (Palestinian),https://aclanthology.org/2021.wanlp-1.4
Arabic (Gulf),https://aclanthology.org/2021.wanlp-1.4
Arabic (Hijazi),https://aclanthology.org/2021.wanlp-1.4
Arabic (Kuwaiti),https://aclanthology.org/2021.wanlp-1.4
Arabic (Lebanese),https://aclanthology.org/2021.wanlp-1.4
Arabic (Borno Nigerian),https://aclanthology.org/2021.wanlp-1.4
Arabic (Iraqi),https://aclanthology.org/2021.wanlp-1.4
Arabic (San'ani),https://aclanthology.org/2021.wanlp-1.4
Arabic (Negev),https://aclanthology.org/2021.wanlp-1.4
Arabic (Syrian),https://aclanthology.org/2021.wanlp-1.4
Arabic (Tunisian),https://aclanthology.org/2021.wanlp-1.4
Arabic (Chadian),https://aclanthology.org/2021.wanlp-1.5
Arabic (Beirut),https://aclanthology.org/2021.wanlp-1.5
Arabic (Bahrain),https://aclanthology.org/2021.wanlp-1.5
Arabic (Egyptian),https://aclanthology.org/2021.wanlp-1.5
Arabic (Eastern Libyan),https://aclanthology.org/2021.wanlp-1.5
Arabic (Bani-Hassan),https://aclanthology.org/2021.wanlp-1.5
Arabic (Kormakiti),https://aclanthology.org/2021.wanlp-1.5
Arabic (Moroccan),https://aclanthology.org/2021.wanlp-1.5
Arabic (Modern Standard),https://aclanthology.org/2021.wanlp-1.5
Arabic (North Levantine Spoken),https://aclanthology.org/2021.wanlp-1.5
Arabic (Palestinian),https://aclanthology.org/2021.wanlp-1.5
Arabic (Gulf),https://aclanthology.org/2021.wanlp-1.5
Arabic (Hijazi),https://aclanthology.org/2021.wanlp-1.5
Arabic (Kuwaiti),https://aclanthology.org/2021.wanlp-1.5
Arabic (Lebanese),https://aclanthology.org/2021.wanlp-1.5
Arabic (Borno Nigerian),https://aclanthology.org/2021.wanlp-1.5
Arabic (Iraqi),https://aclanthology.org/2021.wanlp-1.5
Arabic (San'ani),https://aclanthology.org/2021.wanlp-1.5
Arabic (Negev),https://aclanthology.org/2021.wanlp-1.5
Arabic (Syrian),https://aclanthology.org/2021.wanlp-1.5
Arabic (Tunisian),https://aclanthology.org/2021.wanlp-1.5
Arabic (Chadian),https://aclanthology.org/2021.wanlp-1.6
Arabic (Beirut),https://aclanthology.org/2021.wanlp-1.6
Arabic (Bahrain),https://aclanthology.org/2021.wanlp-1.6
Arabic (Egyptian),https://aclanthology.org/2021.wanlp-1.6
Arabic (Eastern Libyan),https://aclanthology.org/2021.wanlp-1.6
Arabic (Bani-Hassan),https://aclanthology.org/2021.wanlp-1.6
Arabic (Kormakiti),https://aclanthology.org/2021.wanlp-1.6
Arabic (Moroccan),https://aclanthology.org/2021.wanlp-1.6
Arabic (Modern Standard),https://aclanthology.org/2021.wanlp-1.6
Arabic (North Levantine Spoken),https://aclanthology.org/2021.wanlp-1.6
Arabic (Palestinian),https://aclanthology.org/2021.wanlp-1.6
Arabic (Gulf),https://aclanthology.org/2021.wanlp-1.6
Arabic (Hijazi),https://aclanthology.org/2021.wanlp-1.6
Arabic (Kuwaiti),https://aclanthology.org/2021.wanlp-1.6
Arabic (Lebanese),https://aclanthology.org/2021.wanlp-1.6
Arabic (Borno Nigerian),https://aclanthology.org/2021.wanlp-1.6
Arabic (Iraqi),https://aclanthology.org/2021.wanlp-1.6
Arabic (San'ani),https://aclanthology.org/2021.wanlp-1.6
Arabic (Negev),https://aclanthology.org/2021.wanlp-1.6
Arabic (Syrian),https://aclanthology.org/2021.wanlp-1.6
Arabic (Tunisian),https://aclanthology.org/2021.wanlp-1.6
Arabic (Chadian),https://aclanthology.org/2021.wanlp-1.7
Arabic (Beirut),https://aclanthology.org/2021.wanlp-1.7
Arabic (Bahrain),https://aclanthology.org/2021.wanlp-1.7
Arabic (Egyptian),https://aclanthology.org/2021.wanlp-1.7
Arabic (Eastern Libyan),https://aclanthology.org/2021.wanlp-1.7
Arabic (Bani-Hassan),https://aclanthology.org/2021.wanlp-1.7
Arabic (Kormakiti),https://aclanthology.org/2021.wanlp-1.7
Arabic (Moroccan),https://aclanthology.org/2021.wanlp-1.7
Arabic (Modern Standard),https://aclanthology.org/2021.wanlp-1.7
Arabic (North Levantine Spoken),https://aclanthology.org/2021.wanlp-1.7
Arabic (Palestinian),https://aclanthology.org/2021.wanlp-1.7
Arabic (Gulf),https://aclanthology.org/2021.wanlp-1.7
Arabic (Hijazi),https://aclanthology.org/2021.wanlp-1.7
Arabic (Kuwaiti),https://aclanthology.org/2021.wanlp-1.7
Arabic (Lebanese),https://aclanthology.org/2021.wanlp-1.7
Arabic (Borno Nigerian),https://aclanthology.org/2021.wanlp-1.7
Arabic (Iraqi),https://aclanthology.org/2021.wanlp-1.7
Arabic (San'ani),https://aclanthology.org/2021.wanlp-1.7
Arabic (Negev),https://aclanthology.org/2021.wanlp-1.7
Arabic (Syrian),https://aclanthology.org/2021.wanlp-1.7
Arabic (Tunisian),https://aclanthology.org/2021.wanlp-1.7
Arabic (Chadian),https://aclanthology.org/2021.wanlp-1.8
Arabic (Beirut),https://aclanthology.org/2021.wanlp-1.8
Arabic (Bahrain),https://aclanthology.org/2021.wanlp-1.8
Arabic (Egyptian),https://aclanthology.org/2021.wanlp-1.8
Arabic (Eastern Libyan),https://aclanthology.org/2021.wanlp-1.8
Arabic (Bani-Hassan),https://aclanthology.org/2021.wanlp-1.8
Arabic (Kormakiti),https://aclanthology.org/2021.wanlp-1.8
Arabic (Moroccan),https://aclanthology.org/2021.wanlp-1.8
Arabic (Modern Standard),https://aclanthology.org/2021.wanlp-1.8
Arabic (North Levantine Spoken),https://aclanthology.org/2021.wanlp-1.8
Arabic (Palestinian),https://aclanthology.org/2021.wanlp-1.8
Arabic (Gulf),https://aclanthology.org/2021.wanlp-1.8
Arabic (Hijazi),https://aclanthology.org/2021.wanlp-1.8
Arabic (Kuwaiti),https://aclanthology.org/2021.wanlp-1.8
Arabic (Lebanese),https://aclanthology.org/2021.wanlp-1.8
Arabic (Borno Nigerian),https://aclanthology.org/2021.wanlp-1.8
Arabic (Iraqi),https://aclanthology.org/2021.wanlp-1.8
Arabic (San'ani),https://aclanthology.org/2021.wanlp-1.8
Arabic (Negev),https://aclanthology.org/2021.wanlp-1.8
Arabic (Syrian),https://aclanthology.org/2021.wanlp-1.8
Arabic (Tunisian),https://aclanthology.org/2021.wanlp-1.8
Arabic (Chadian),https://aclanthology.org/2021.wanlp-1.9
Arabic (Beirut),https://aclanthology.org/2021.wanlp-1.9
Arabic (Bahrain),https://aclanthology.org/2021.wanlp-1.9
Arabic (Egyptian),https://aclanthology.org/2021.wanlp-1.9
Arabic (Eastern Libyan),https://aclanthology.org/2021.wanlp-1.9
Arabic (Bani-Hassan),https://aclanthology.org/2021.wanlp-1.9
Arabic (Kormakiti),https://aclanthology.org/2021.wanlp-1.9
Arabic (Moroccan),https://aclanthology.org/2021.wanlp-1.9
Arabic (Modern Standard),https://aclanthology.org/2021.wanlp-1.9
Arabic (North Levantine Spoken),https://aclanthology.org/2021.wanlp-1.9
Arabic (Palestinian),https://aclanthology.org/2021.wanlp-1.9
Arabic (Gulf),https://aclanthology.org/2021.wanlp-1.9
Arabic (Hijazi),https://aclanthology.org/2021.wanlp-1.9
Arabic (Kuwaiti),https://aclanthology.org/2021.wanlp-1.9
Arabic (Lebanese),https://aclanthology.org/2021.wanlp-1.9
Arabic (Borno Nigerian),https://aclanthology.org/2021.wanlp-1.9
Arabic (Iraqi),https://aclanthology.org/2021.wanlp-1.9
Arabic (San'ani),https://aclanthology.org/2021.wanlp-1.9
Arabic (Negev),https://aclanthology.org/2021.wanlp-1.9
Arabic (Syrian),https://aclanthology.org/2021.wanlp-1.9
Arabic (Tunisian),https://aclanthology.org/2021.wanlp-1.9
Arabic (Chadian),https://aclanthology.org/2021.wanlp-1.10
Arabic (Beirut),https://aclanthology.org/2021.wanlp-1.10
Arabic (Bahrain),https://aclanthology.org/2021.wanlp-1.10
Arabic (Egyptian),https://aclanthology.org/2021.wanlp-1.10
Arabic (Eastern Libyan),https://aclanthology.org/2021.wanlp-1.10
Arabic (Bani-Hassan),https://aclanthology.org/2021.wanlp-1.10
Arabic (Kormakiti),https://aclanthology.org/2021.wanlp-1.10
Arabic (Moroccan),https://aclanthology.org/2021.wanlp-1.10
Arabic (Modern Standard),https://aclanthology.org/2021.wanlp-1.10
Arabic (North Levantine Spoken),https://aclanthology.org/2021.wanlp-1.10
Arabic (Palestinian),https://aclanthology.org/2021.wanlp-1.10
Arabic (Gulf),https://aclanthology.org/2021.wanlp-1.10
Arabic (Hijazi),https://aclanthology.org/2021.wanlp-1.10
Arabic (Kuwaiti),https://aclanthology.org/2021.wanlp-1.10
Arabic (Lebanese),https://aclanthology.org/2021.wanlp-1.10
Arabic (Borno Nigerian),https://aclanthology.org/2021.wanlp-1.10
Arabic (Iraqi),https://aclanthology.org/2021.wanlp-1.10
Arabic (San'ani),https://aclanthology.org/2021.wanlp-1.10
Arabic (Negev),https://aclanthology.org/2021.wanlp-1.10
Arabic (Syrian),https://aclanthology.org/2021.wanlp-1.10
Arabic (Tunisian),https://aclanthology.org/2021.wanlp-1.10
Arabic (Chadian),https://aclanthology.org/2021.wanlp-1.11
Arabic (Beirut),https://aclanthology.org/2021.wanlp-1.11
Arabic (Bahrain),https://aclanthology.org/2021.wanlp-1.11
Arabic (Egyptian),https://aclanthology.org/2021.wanlp-1.11
Arabic (Eastern Libyan),https://aclanthology.org/2021.wanlp-1.11
Arabic (Bani-Hassan),https://aclanthology.org/2021.wanlp-1.11
Arabic (Kormakiti),https://aclanthology.org/2021.wanlp-1.11
Arabic (Moroccan),https://aclanthology.org/2021.wanlp-1.11
Arabic (Modern Standard),https://aclanthology.org/2021.wanlp-1.11
Arabic (North Levantine Spoken),https://aclanthology.org/2021.wanlp-1.11
Arabic (Palestinian),https://aclanthology.org/2021.wanlp-1.11
Arabic (Gulf),https://aclanthology.org/2021.wanlp-1.11
Arabic (Hijazi),https://aclanthology.org/2021.wanlp-1.11
Arabic (Kuwaiti),https://aclanthology.org/2021.wanlp-1.11
Arabic (Lebanese),https://aclanthology.org/2021.wanlp-1.11
Arabic (Borno Nigerian),https://aclanthology.org/2021.wanlp-1.11
Arabic (Iraqi),https://aclanthology.org/2021.wanlp-1.11
Arabic (San'ani),https://aclanthology.org/2021.wanlp-1.11
Arabic (Negev),https://aclanthology.org/2021.wanlp-1.11
Arabic (Syrian),https://aclanthology.org/2021.wanlp-1.11
Arabic (Tunisian),https://aclanthology.org/2021.wanlp-1.11
Arabic (Chadian),https://aclanthology.org/2021.wanlp-1.12
Arabic (Beirut),https://aclanthology.org/2021.wanlp-1.12
Arabic (Bahrain),https://aclanthology.org/2021.wanlp-1.12
Arabic (Egyptian),https://aclanthology.org/2021.wanlp-1.12
Arabic (Eastern Libyan),https://aclanthology.org/2021.wanlp-1.12
Arabic (Bani-Hassan),https://aclanthology.org/2021.wanlp-1.12
Arabic (Kormakiti),https://aclanthology.org/2021.wanlp-1.12
Arabic (Moroccan),https://aclanthology.org/2021.wanlp-1.12
Arabic (Modern Standard),https://aclanthology.org/2021.wanlp-1.12
Arabic (North Levantine Spoken),https://aclanthology.org/2021.wanlp-1.12
Arabic (Palestinian),https://aclanthology.org/2021.wanlp-1.12
Arabic (Gulf),https://aclanthology.org/2021.wanlp-1.12
Arabic (Hijazi),https://aclanthology.org/2021.wanlp-1.12
Arabic (Kuwaiti),https://aclanthology.org/2021.wanlp-1.12
Arabic (Lebanese),https://aclanthology.org/2021.wanlp-1.12
Arabic (Borno Nigerian),https://aclanthology.org/2021.wanlp-1.12
Arabic (Iraqi),https://aclanthology.org/2021.wanlp-1.12
Arabic (San'ani),https://aclanthology.org/2021.wanlp-1.12
Arabic (Negev),https://aclanthology.org/2021.wanlp-1.12
